county_name,fips,latitude,longitude,year,total_pop,median_income,median_home_value,price_to_income,median_gross_rent,rent_burden_pct,severe_rent_burden_pct,total_housing_units,housing_units_per_1k,vacancy_rate_pct,homeownership_pct,homeownership_white_nh_pct,homeownership_black_pct,homeownership_hispanic_pct,poverty_rate_pct,pct_white_nh,pct_black_nh,pct_asian_nh,pct_hispanic,pct_aian_nh
Ford,17053,40.5968205229326,-88.22334991945225,2020,13155,50582,98600,1.95,645,40.7,19.5,6335,481.6,8.1,74.2,74.9,0,40,12.9,92.9,0.9,0.7,3.5,0.5
Ford,17053,40.5968205229326,-88.22334991945225,2022,13484,58930,113400,1.92,708,35.2,18.1,6266,464.7,9.2,76.3,77.5,0,51.6,12.1,90.9,0.5,0.7,4.1,0.1
Franklin,17055,37.992289790422674,-88.92418553794651,2014,39774,37333,65300,1.75,578,39.1,20,18622,468.2,12.8,74.5,74.9,12.5,37.2,19.5,96.5,0.3,0.3,1.4,0.1
Franklin,17055,37.992289790422674,-88.92418553794651,2016,39503,39507,68300,1.73,605,38.9,19.1,18525,469,12.7,72.5,73,10.9,28.6,19.2,96.3,0.5,0.5,1.5,0.2
Franklin,17055,37.992289790422674,-88.92418553794651,2018,39127,41414,74500,1.8,641,40.6,20.2,18617,475.8,13.3,73.8,74,4.8,55.3,19.6,95.9,0.7,0.5,1.7,0.2
Franklin,17055,37.992289790422674,-88.92418553794651,2020,38688,43671,77000,1.76,645,44.8,17.6,18643,481.9,13.1,75,75.2,7,54.1,19,95.6,0.6,0.4,1.7,0.2
Franklin,17055,37.992289790422674,-88.92418553794651,2022,37810,51031,87500,1.71,725,38.3,19.8,18478,488.7,12.9,75.1,75.6,17.2,60.8,17.8,94.8,0.4,0.3,1.9,0.1
Fulton,17057,40.4725765065336,-90.20761781708477,2014,36616,45938,81300,1.77,613,42.5,21.8,16178,441.8,10.4,75.4,76,31.2,41.8,14.9,92.4,2.4,0.3,2.6,0.2
Fulton,17057,40.4725765065336,-90.20761781708477,2016,36047,46183,82100,1.78,631,38.4,20.3,16190,449.1,12.7,76.7,77,100,28.9,15.6,92.1,3.6,0.2,2.7,0.1
Fulton,17057,40.4725765065336,-90.20761781708477,2018,35418,50180,86700,1.73,636,39.2,16.9,16310,460.5,13.6,76.8,77.3,56.4,44.5,16.5,91.9,3.7,0.1,2.9,0.2
Fulton,17057,40.4725765065336,-90.20761781708477,2020,34654,52243,92600,1.77,650,38.9,13.6,16340,471.5,13.9,78.8,79.1,51.6,72.8,14.6,91.6,3.7,0.2,3.1,0.2
Fulton,17057,40.4725765065336,-90.20761781708477,2022,33691,57223,99800,1.74,782,37.7,14.3,15895,471.8,12.2,77.8,78.4,37.5,54.1,13.4,92,2.6,0.3,2.9,0.5
Gallatin,17059,37.76274911710452,-88.23051425103903,2014,5439,40721,63800,1.57,424,28.1,10.7,2730,501.9,13.9,78.5,78.5,100,NA,16.7,96.2,0.4,0.5,0.2,0.4
Gallatin,17059,37.76274911710452,-88.23051425103903,2016,5325,41269,67200,1.63,397,30.5,10,2731,512.9,16,77.8,77.6,100,NA,16.2,95.7,0.3,0.3,0.7,0.4
Gallatin,17059,37.76274911710452,-88.23051425103903,2018,5157,42500,75300,1.77,453,35.1,11.6,2748,532.9,15.8,75.1,75,100,100,19.6,95.7,0.2,0.4,1.5,0.5
Gallatin,17059,37.76274911710452,-88.23051425103903,2020,4983,43092,76400,1.77,460,40.2,10.3,2744,550.7,17.1,77,76.7,100,100,22.5,95.5,0.4,0.1,1.1,0
Gallatin,17059,37.76274911710452,-88.23051425103903,2022,4967,51868,81000,1.56,532,21.9,5.6,2512,505.7,14.2,76.7,76.2,100,NA,19.2,94.1,0.3,0.1,0.3,0.4
Greene,17061,39.356091111042666,-90.39055704425432,2014,13677,43178,74600,1.73,583,27.4,13.1,6371,465.8,10.7,76.6,77,0,52,15.4,97.1,1,0.1,1,0.1
Greene,17061,39.356091111042666,-90.39055704425432,2016,13390,42880,77100,1.8,589,34.4,12.4,6373,476,17.2,77,77.4,0,48.5,17.4,96.8,1.1,0,1.1,0.2
Greene,17061,39.356091111042666,-90.39055704425432,2018,13218,46052,77400,1.68,591,37.1,8.1,6429,486.4,22.1,79.1,79.4,NA,100,14.4,96.4,1.5,0.2,0.7,0.3
Greene,17061,39.356091111042666,-90.39055704425432,2020,12988,51746,83400,1.61,607,34.6,9.9,6425,494.7,22.4,77.5,77.7,0,40,13,96.3,1.5,0.1,1.2,0
Greene,17061,39.356091111042666,-90.39055704425432,2022,12015,58900,92400,1.57,741,30.4,14.9,5820,484.4,21.9,76.9,76.9,0,30,13.7,96.5,0.9,0.2,1.3,0.1
Grundy,17063,41.28501401238954,-88.41847915358521,2014,50173,65197,178800,2.74,941,45.7,26.3,20157,401.7,8.7,75,76.8,22,55.8,9.3,88.1,1.4,0.6,8.7,0.1
Grundy,17063,41.28501401238954,-88.41847915358521,2016,50338,67162,183200,2.73,928,38.6,22,20358,404.4,9.1,73.8,75.1,36.9,61,9.8,87.4,1.4,0.7,9.1,0
Grundy,17063,41.28501401238954,-88.41847915358521,2018,50509,74140,191300,2.58,973,29.4,17.5,20761,411,6.6,71.1,72.8,32.8,54.7,8.8,86.5,1.2,0.8,9.7,0
Grundy,17063,41.28501401238954,-88.41847915358521,2020,50798,75767,199800,2.64,987,31.7,18.3,21113,415.6,4.9,72.8,74.6,41.1,57.2,7.1,85.7,1.1,0.8,10.2,0
Grundy,17063,41.28501401238954,-88.41847915358521,2022,52624,89993,245400,2.73,1126,36.5,21.9,21195,402.8,3.9,75.8,77.7,56.5,62.4,6,84.1,1.8,0.6,10.9,0.1
Hamilton,17065,38.081458241927564,-88.53911172507652,2014,8371,41801,77000,1.84,546,36,15.2,4079,487.3,14.2,78.3,78.2,100,100,16.6,97.6,0.7,0,1.4,0.2
Hamilton,17065,38.081458241927564,-88.53911172507652,2016,8251,45076,94100,2.09,564,31,18.3,4071,493.4,16.6,79.2,79.2,NA,NA,15,99,0.5,0.1,0.3,0.1
Hamilton,17065,38.081458241927564,-88.53911172507652,2018,8221,56862,98100,1.73,621,23.8,14,4100,498.7,17.7,80.6,80.3,NA,100,9.5,96.3,0.4,0.6,2.4,0.3
Hamilton,17065,38.081458241927564,-88.53911172507652,2020,8151,55977,104900,1.87,660,25.3,10.9,4118,505.2,18.3,77.7,79.3,NA,100,13.5,95.8,0.3,0.7,1.5,0
Hamilton,17065,38.081458241927564,-88.53911172507652,2022,8008,60574,100300,1.66,690,22.3,8.6,3821,477.1,14.4,77.1,78.5,NA,100,12.9,95.1,0.1,0.4,2,0.2
Hancock,17067,40.40363212904199,-91.16479452527291,2014,18808,45741,84000,1.84,547,27.9,10.8,9232,490.9,13.5,78.8,79,NA,66.7,12.1,97,0.4,0.3,1.2,0.1
Hancock,17067,40.40363212904199,-91.16479452527291,2016,18633,50077,84700,1.69,580,28.6,9.8,9212,494.4,16.1,79.1,79.3,100,39,11.5,96.6,0.5,0.4,1.4,0
Hancock,17067,40.40363212904199,-91.16479452527291,2018,18112,51549,86700,1.68,614,31.5,11.1,9247,510.5,19.8,81.5,82.1,71,14.3,11.9,96.3,0.8,0.4,1.5,0
Hancock,17067,40.40363212904199,-91.16479452527291,2020,17820,55818,88500,1.59,652,28.6,9.1,9248,519,18.4,81.6,82.3,0,18.7,13,95.7,0.5,0.3,1.6,0
Hancock,17067,40.40363212904199,-91.16479452527291,2022,17582,61026,104200,1.71,736,33.7,11.8,8956,509.4,16.1,81.7,82.9,0,16.8,13.1,95.1,0.7,0.3,1.8,0.1
Hardin,17069,37.51818576342323,-88.26678839904886,2014,4226,38170,68100,1.78,303,37.5,16.4,2302,544.7,24.8,82.7,82.8,NA,55.6,25.4,93.2,0.7,0.6,2.1,0.1
Hardin,17069,37.51818576342323,-88.26678839904886,2016,4173,39926,67500,1.69,371,36.7,17.1,2236,535.8,32.6,81.7,82.3,NA,25,18.8,92.8,2.8,0.7,1.7,0.4
Hardin,17069,37.51818576342323,-88.26678839904886,2018,4009,43081,71500,1.66,390,32.2,7.8,2162,539.3,33.5,80.3,81.3,NA,25,16.4,94.6,2.8,0,1.7,0.3
Hardin,17069,37.51818576342323,-88.26678839904886,2020,3890,50847,77500,1.52,350,17.4,5,2347,603.3,35.4,78.8,79.5,NA,100,13.3,96.1,2.5,0,0.8,0.3
Hardin,17069,37.51818576342323,-88.26678839904886,2022,3665,53026,90600,1.71,318,13.3,7.8,2263,617.5,34.6,80.1,80.1,NA,85.7,11.5,96.8,1.1,0,1,0
Henderson,17071,40.81790041929086,-90.92522252290838,2014,7074,48438,86300,1.78,589,26,16.1,3821,540.1,18.5,79.6,79.8,NA,72.7,10.9,96.8,0.3,0.3,1.3,0.3
Henderson,17071,40.81790041929086,-90.92522252290838,2016,6966,46216,83800,1.81,569,25.5,10.1,3827,549.4,20.2,78.7,79,NA,54.5,10.6,96.5,0.1,0.8,1.4,0.3
Henderson,17071,40.81790041929086,-90.92522252290838,2018,6884,52712,91300,1.73,533,26,6.5,3865,561.4,22.6,81.4,81.4,NA,76.6,8.2,96.2,0.1,0.7,1.7,0.2
Henderson,17071,40.81790041929086,-90.92522252290838,2020,6737,55759,85800,1.54,638,36.8,7.2,3872,574.7,21.8,83.1,82.6,NA,100,8.6,95.5,0.2,0.7,1.8,0
Henderson,17071,40.81790041929086,-90.92522252290838,2022,6374,64946,99800,1.54,732,31.4,9.6,3387,531.4,19,86.3,86.6,NA,100,9.1,94.3,0.2,0,1.9,0
Henry,17073,41.35304270675337,-90.13149010713838,2014,50031,52518,110100,2.1,620,31.8,15.9,22130,442.3,8.6,77.5,78.5,38,63.5,10.8,91.3,1.5,0.4,5.1,0.2
Henry,17073,41.35304270675337,-90.13149010713838,2016,49681,54757,112700,2.06,594,34.2,14.5,22096,444.8,8.9,77.7,78.9,40.3,55.8,12.3,90.9,1.8,0.6,5.4,0.1
Henry,17073,41.35304270675337,-90.13149010713838,2018,49464,57250,118800,2.08,649,35.9,16.9,22180,448.4,9.7,77.8,78.9,23,65,11.9,90.6,1.7,0.6,5.6,0.2
Henry,17073,41.35304270675337,-90.13149010713838,2020,49032,60000,122200,2.04,692,35.7,14.4,22168,452.1,9.8,78.8,80.9,18.9,50.6,10.8,90.1,1.8,0.5,5.8,0.1
Henry,17073,41.35304270675337,-90.13149010713838,2022,49157,66313,138900,2.09,814,34.3,16,22213,451.9,9.1,79.8,82.3,12.8,55.8,9.2,88.5,2.1,0.5,6.2,0
Iroquois,17075,40.7470482874999,-87.82434773990134,2014,29272,47184,96000,2.03,621,43,18.9,13429,458.8,12.1,75.6,76.7,46.2,52.9,15.3,91.4,1.2,0.5,6,0.1
Iroquois,17075,40.7470482874999,-87.82434773990134,2016,28814,47823,95100,1.99,619,38.4,16.9,13421,465.8,11.3,76.4,77.6,68.7,48.5,16.1,90.8,1.2,0.5,6.3,0
Iroquois,17075,40.7470482874999,-87.82434773990134,2018,28169,51825,99500,1.92,665,38.8,21.6,13492,479,12.7,76.9,77.1,100,66.1,14,90.1,1,0.3,6.8,0.1
Iroquois,17075,40.7470482874999,-87.82434773990134,2020,27437,54445,107300,1.97,690,39.1,18.6,13514,492.5,12.4,76.3,76.9,68,68.5,11.5,89.6,0.8,0.4,7.1,0.1
Iroquois,17075,40.7470482874999,-87.82434773990134,2022,27043,62866,120900,1.92,773,39.5,15.6,12815,473.9,12.5,79.2,79.9,41.5,73.7,10.7,88.5,1,0.3,7.6,0.1
Jackson,17077,37.785060156972804,-89.38205590834043,2014,60125,32681,100400,3.07,667,56.2,36.7,28634,476.2,18,52.9,62.1,22.8,9.6,32.3,75.1,14.1,3.3,4.2,0.3
Jackson,17077,37.785060156972804,-89.38205590834043,2016,59188,33845,109000,3.22,651,54,33.1,28683,484.6,17.5,51.9,60.4,19,17.6,28.3,75,14.1,3.6,4.2,0.2
Jackson,17077,37.785060156972804,-89.38205590834043,2018,58551,37802,106400,2.81,701,50.9,29.5,28996,495.2,18.2,51.9,59.5,19.7,29.6,27.5,74.2,14.7,3.4,4.3,0.2
Jackson,17077,37.785060156972804,-89.38205590834043,2020,57517,39689,114300,2.88,682,50.3,28.4,28947,503.3,16.4,50.4,58.2,14.7,36.8,24,73.9,15,3.4,4.4,0.3
Jackson,17077,37.785060156972804,-89.38205590834043,2022,53176,44847,123400,2.75,757,51.2,27.6,27835,523.5,16.9,48.5,56.2,19.2,35.1,23,73,14.4,3.6,4.7,0.1
Jasper,17079,39.01000263839026,-88.15384470230401,2014,9658,54133,91800,1.7,531,35.9,23.8,4335,448.9,12.4,86.3,86.4,NA,8.3,6.6,97.6,0.2,0.1,1.1,0.2
Jasper,17079,39.01000263839026,-88.15384470230401,2016,9592,56305,98700,1.75,540,43.2,28.2,4324,450.8,14,83.3,84,100,0,8.2,97.4,0.7,0.1,1.3,0.1
Jasper,17079,39.01000263839026,-88.15384470230401,2018,9598,54951,99400,1.81,562,42.6,28,4333,451.4,15.6,82.4,82.5,100,23.1,13.1,97.2,1,0,0.3,0.2
Jasper,17079,39.01000263839026,-88.15384470230401,2020,9547,55911,99900,1.79,645,28.5,11,4352,455.9,12.9,83.2,83.2,NA,50,12.2,97.2,0.4,0.1,0.6,0
Jasper,17079,39.01000263839026,-88.15384470230401,2022,9295,67429,117900,1.75,770,16.7,8.1,4225,454.5,12.2,81.8,82.1,NA,26.2,9.2,96.4,0.2,0.1,1.8,0
Jefferson,17081,38.300465596180885,-88.92400461781452,2014,38716,43173,85400,1.98,588,39.2,19.2,16879,436,9.4,72.6,74.5,49.8,59.6,17.2,86.5,7.6,1,2.2,0.1
Jefferson,17081,38.300465596180885,-88.92400461781452,2016,38523,43467,88500,2.04,594,43,17.5,16836,437,9.8,73,74.5,51.2,48,17.7,86.1,8.2,1.1,2.3,0.1
Jefferson,17081,38.300465596180885,-88.92400461781452,2018,38169,47617,94400,1.98,661,43.6,18.4,16971,444.6,10.3,72.7,75.6,32.6,53.3,18.4,85.7,8.4,1.2,2.5,0.1
Jefferson,17081,38.300465596180885,-88.92400461781452,2020,37774,51662,97100,1.88,717,38,16,17031,450.9,13.1,71.8,75.3,31,49.1,15.2,84.8,7.9,1.1,2.8,0.1
Jefferson,17081,38.300465596180885,-88.92400461781452,2022,37043,58384,115000,1.97,838,36.7,17.9,16659,449.7,11.3,72,74.3,35.3,73,14.1,84.3,6.5,1,2.9,0.2
Jersey,17083,39.08547449370874,-90.3565103771027,2014,22751,54391,121700,2.24,653,39.4,18.7,9952,437.4,10.8,80.2,80.3,0,88.1,7.3,96.6,0.5,0.8,1.2,0
Jersey,17083,39.08547449370874,-90.3565103771027,2016,22441,52738,129900,2.46,638,46.7,15,10016,446.3,12.5,79.3,79.6,0,55.1,9.1,96.2,0.3,0.6,1.3,0.2
Jersey,17083,39.08547449370874,-90.3565103771027,2018,22069,56747,144800,2.55,610,42.3,14.9,10125,458.8,14.4,80.7,81.1,16.7,44.2,9.2,95.9,0.5,0.2,1.4,0.1
Jersey,17083,39.08547449370874,-90.3565103771027,2020,21776,67845,148800,2.19,632,37.7,14.4,10160,466.6,19.7,82.1,82.6,100,40.4,8.1,95.5,0.5,0.3,1.5,0.1
Jersey,17083,39.08547449370874,-90.3565103771027,2022,21462,77607,161800,2.08,778,34.8,12.7,9834,458.2,21.3,81.1,81.4,100,69.2,8.1,95.3,0.7,0.6,1.5,0
Jo Daviess,17085,42.36578668736831,-90.21244028585478,2014,22427,52065,137200,2.64,659,31,16.6,13578,605.4,29.6,78.2,78.5,64.3,65.9,9,95.1,0.3,0.4,2.9,0.2
Jo Daviess,17085,42.36578668736831,-90.21244028585478,2016,22186,54702,140700,2.57,631,30.7,16.3,13596,612.8,29.3,78.3,79.2,42.9,46.1,9.3,95,0.4,0.5,2.9,0.1
Jo Daviess,17085,42.36578668736831,-90.21244028585478,2018,21834,57083,144600,2.53,639,23,12,13696,627.3,28.8,78.2,79.3,40,33.7,8.3,94.8,0.5,0.4,3,0.3
Jo Daviess,17085,42.36578668736831,-90.21244028585478,2020,21429,59223,156300,2.64,699,34.2,15.7,13723,640.4,26.6,76.7,77.6,71,30.5,9.6,94.5,0.6,0.6,3.1,0.3
Jo Daviess,17085,42.36578668736831,-90.21244028585478,2022,21942,67729,179300,2.65,768,42.9,23.3,13439,612.5,25,79.9,80.3,26.7,76.2,7.8,93.4,0.8,0.5,3.3,0.1
Johnson,17087,37.459606402643054,-88.88097114088542,2014,12650,41414,88700,2.14,636,32.9,14.3,5566,440,21.3,81.4,81.6,80,63.6,15.1,87.5,9.4,0.1,1.7,0.2
Johnson,17087,37.459606402643054,-88.88097114088542,2016,12866,44179,96000,2.17,627,31.1,15.2,5561,432.2,19,82.9,82.8,66.7,88.1,12.6,86,9.4,0.2,3.4,0.1
Johnson,17087,37.459606402643054,-88.88097114088542,2018,12602,50923,99400,1.95,644,35.3,15.1,5632,446.9,22.9,84.1,84.1,66.7,100,11.8,84.5,11.6,0.3,3.2,0.1
Johnson,17087,37.459606402643054,-88.88097114088542,2020,12391,55363,117500,2.12,637,48.1,28.7,5625,454,25.8,83.3,83.3,66.7,100,12.9,85.5,10.3,0.3,3.1,0.1
Johnson,17087,37.459606402643054,-88.88097114088542,2022,13313,63295,141200,2.23,630,39.3,28.8,5536,415.8,25.8,85.3,86.5,29.5,81,16.5,81.5,8.8,0.3,4,0
Kane,17089,41.9386447963278,-88.42866102384869,2014,521874,70514,216000,3.06,1002,51.2,25.5,182852,350.4,6.3,74.5,83,33.9,57.3,11.5,58.5,5.3,3.6,31.1,0.1
Kane,17089,41.9386447963278,-88.42866102384869,2016,526615,71602,215800,3.01,1043,49.1,24.3,184075,349.5,5.6,73.2,82.1,32.1,55,11,58,5.4,3.7,31.4,0.1
Kane,17089,41.9386447963278,-88.42866102384869,2018,530839,76912,232000,3.02,1133,47.8,23.2,186759,351.8,4.7,73.5,82,38.5,56,10,57.3,5.3,4,31.7,0.1
Kane,17089,41.9386447963278,-88.42866102384869,2020,531756,83374,245500,2.94,1187,47.3,23.1,189301,356,3.9,74.6,81.9,43,59.6,8.5,56.7,5.2,3.9,32,0.1
Kane,17089,41.9386447963278,-88.42866102384869,2022,517254,96400,290100,3.01,1335,46.8,22.7,188854,365.1,3.5,75.2,81.8,46.8,61.7,8.3,55.5,5,3.8,32.6,0.1
Kankakee,17091,41.13778925142449,-87.86194837331986,2014,112682,51000,143100,2.81,808,45,24.8,45189,401,8.3,68.6,75.7,34.3,52.7,15.9,72.8,14.6,1.1,9.4,0.2
Kankakee,17091,41.13778925142449,-87.86194837331986,2016,111493,54697,138900,2.54,828,42.6,25.7,45182,405.2,10.4,68.9,76.6,34.5,53.7,15.7,72.3,15.1,1.1,9.8,0.2
Kankakee,17091,41.13778925142449,-87.86194837331986,2018,111061,57981,144200,2.49,869,45.6,24.8,45515,409.8,12,68.2,76,33.2,49.9,14.8,72.2,14.9,0.9,10.2,0.2
Kankakee,17091,41.13778925142449,-87.86194837331986,2020,109924,59370,152800,2.57,906,47.8,23.8,45626,415.1,11.7,67.1,74.7,34.2,53.4,13,71.4,14.8,0.8,10.6,0.2
Kankakee,17091,41.13778925142449,-87.86194837331986,2022,107421,65489,176800,2.7,1025,47.4,22.8,45312,421.8,10.4,68.1,75.5,35.2,60.5,14,69.9,14.5,1,11.5,0
Kendall,17093,41.59052840458531,-88.42878295211482,2014,118194,83844,204100,2.43,1206,43,20.2,40747,344.7,5.6,83.1,86.1,58.7,72,5.8,73.2,5.7,3.3,16.2,0
Kendall,17093,41.59052840458531,-88.42878295211482,2016,121452,85736,205500,2.4,1239,43.6,19.3,41088,338.3,4.4,81.9,85.5,61,68.1,5.4,72,6.4,3.1,17,0
Kendall,17093,41.59052840458531,-88.42878295211482,2018,124626,91764,224200,2.44,1331,45.4,21.5,41683,334.5,3.1,83,86.9,66.8,64.6,5.3,70.3,6.6,3.3,18.1,0.1
Kendall,17093,41.59052840458531,-88.42878295211482,2020,127583,96854,243700,2.52,1487,46.4,23.5,42378,332.2,2.3,83.5,87,59.6,71.9,4.4,68.2,7.5,3.3,19.4,0.1
Kendall,17093,41.59052840458531,-88.42878295211482,2022,132795,106358,288100,2.71,1695,51.6,23.9,45078,339.5,2.7,84.1,86.3,69.1,79.8,4.7,64.9,7.8,2.9,21,0
Knox,17095,40.93166438376863,-90.2132312342518,2014,52447,39800,80800,2.03,589,44.2,19.8,23960,456.8,10.5,66.8,69.2,28.4,56,17.7,84.2,8.4,0.9,5.2,0.1
Knox,17095,40.93166438376863,-90.2132312342518,2016,51752,40605,80100,1.97,593,40.5,18.8,23908,462,11.6,65.4,67.9,27.3,53.7,17.6,83.8,8.2,1.1,5.4,0
Knox,17095,40.93166438376863,-90.2132312342518,2018,50999,43709,83100,1.9,631,42.3,20.2,23943,469.5,13,65.4,69.2,15.4,45.8,18.1,83,8.5,1,5.6,0
Knox,17095,40.93166438376863,-90.2132312342518,2020,50052,44464,83700,1.88,623,46.3,22.8,23890,477.3,14.5,66.5,69.3,15.6,75,16.7,82.4,8.7,1.1,6,0.3
Knox,17095,40.93166438376863,-90.2132312342518,2022,49751,50263,96800,1.93,694,51.7,27.9,23809,478.6,12.9,68.7,71.5,25.7,69,16.3,81.4,8,1,6.2,0.1
LaSalle,17099,41.34366256645284,-88.8860120092018,2014,112698,51232,123400,2.41,688,41.3,21.7,49871,442.5,12,74.4,75.3,17.9,72,12.9,87.5,2,0.6,8.5,0.2
LaSalle,17099,41.34366256645284,-88.8860120092018,2016,111935,51684,123200,2.38,700,43.5,22.6,49871,445.5,11,72.7,73.8,20.1,68,13.9,86.5,2.3,0.7,9,0.2
LaSalle,17099,41.34366256645284,-88.8860120092018,2018,110401,56243,126000,2.24,756,43.7,20.9,50129,454.1,10.9,72.5,73.6,15.1,72.3,13.5,85.8,2.4,0.8,9.5,0.2
LaSalle,17099,41.34366256645284,-88.8860120092018,2020,108998,60069,130600,2.17,785,39.3,18.8,50120,459.8,10,72.3,73.3,7.9,72,13.6,85,2.6,0.8,9.9,0.1
LaSalle,17099,41.34366256645284,-88.8860120092018,2022,109495,67942,147400,2.17,874,39.5,19.6,49796,454.8,9.4,73.4,75.1,5,65.8,13.7,83.7,2.7,0.9,10.5,0
Lake,17097,42.32323827759614,-88.0036551962103,2014,703170,77873,247300,3.18,1055,47.8,23.9,260834,370.9,7.3,75.1,82.2,40.4,57.4,9.4,64.2,6.6,6.5,20.5,0.1
Lake,17097,42.32323827759614,-88.0036551962103,2016,702890,79886,246700,3.09,1088,45.8,21,261715,372.3,7,73.5,81.2,38.5,54.3,8.9,63.4,6.6,6.9,20.9,0.1
Lake,17097,42.32323827759614,-88.0036551962103,2018,703619,86244,259900,3.01,1168,45.5,21.1,263360,374.3,7.1,73.4,81.9,36.6,54.2,8.3,62.2,6.6,7.5,21.4,0.1
Lake,17097,42.32323827759614,-88.0036551962103,2020,699682,92654,271700,2.93,1216,43.5,20.3,264681,378.3,6,73.5,81.5,37.3,56.6,7.6,60.8,6.5,8,21.9,0.1
Lake,17097,42.32323827759614,-88.0036551962103,2022,713159,104553,313700,3,1382,44,21.5,269416,377.8,5.4,73.8,81.4,39.8,58.8,7.8,58.9,6.5,8.4,22.8,0.1
Lawrence,17101,38.7199189895974,-87.7268280686527,2014,16726,39569,66200,1.67,530,32.8,10.9,5807,347.2,14.2,76,76.7,61.8,60,13,72,20.7,0.1,5.3,0.4
Lawrence,17101,38.7199189895974,-87.7268280686527,2016,16582,42650,70800,1.66,578,35.4,15.3,6382,384.9,12.9,72.1,73.2,15.4,67.5,16,77.1,16.2,0.3,4.9,0.2
Lawrence,17101,38.7199189895974,-87.7268280686527,2018,16189,45654,73800,1.62,621,33.1,13.6,7093,438.1,13.4,71.1,73.6,0,40.8,16.7,84.7,8.9,0.3,3.8,0.2
Lawrence,17101,38.7199189895974,-87.7268280686527,2020,15830,53087,80500,1.52,717,28.1,7.1,7175,453.3,14.1,71.5,74.5,1.9,95.8,13.6,84.6,9.6,0.1,2.8,0.2
Lawrence,17101,38.7199189895974,-87.7268280686527,2022,15302,55811,93900,1.68,781,30.7,7.4,6355,415.3,14.6,74.9,76.9,1.3,100,13.7,84.8,8,0.4,2.3,0.2
Lee,17103,41.74616802975642,-89.30033741544165,2014,35248,52004,110700,2.13,670,34.8,16.1,15057,427.2,10.6,74.2,75.6,46.3,52.8,10.8,87.6,4.6,0.7,5.4,0.1
Lee,17103,41.74616802975642,-89.30033741544165,2016,34718,55067,114800,2.08,681,33.8,16.9,15042,433.3,10.2,73.2,74.5,66.3,41.6,12,87,5,0.6,5.7,0.2
Lee,17103,41.74616802975642,-89.30033741544165,2018,34527,57901,117600,2.03,696,34.6,19.4,15092,437.1,9.2,72.8,74,53.1,47.1,10.9,86.4,5.1,0.6,6,0.3
Lee,17103,41.74616802975642,-89.30033741544165,2020,34204,59986,122600,2.04,671,40.6,19.1,15086,441.1,9.6,69.6,70.5,73.9,55,12,85.9,5.3,0.7,6.4,0.2
Lee,17103,41.74616802975642,-89.30033741544165,2022,34221,64588,147100,2.28,806,40.4,18.9,14993,438.1,8.8,70.8,71.8,45.3,58.6,12.5,85.3,5.3,0.6,6.8,0
Livingston,17105,40.89147292842105,-88.55753367821409,2014,38476,54723,109200,2,629,31.2,15.4,15851,412,8.4,72.9,73.6,42,55.1,10.9,88.8,5.4,0.7,4.2,0
Livingston,17105,40.89147292842105,-88.55753367821409,2016,37278,54074,110400,2.04,635,35.5,19.9,15845,425,8.3,71.8,72,82.8,75.4,12.8,89.3,4.3,0.7,4.3,0
Livingston,17105,40.89147292842105,-88.55753367821409,2018,36324,56200,109700,1.95,690,40.6,22.9,15897,437.6,9.9,72.1,71.7,55.7,78.9,13.8,89.2,3.9,0.8,4.5,0
Livingston,17105,40.89147292842105,-88.55753367821409,2020,35757,58676,114000,1.94,745,35.4,18.7,15884,444.2,9.6,71.9,71.5,88.6,68.1,12.9,88.9,3.9,0.8,4.8,0
Livingston,17105,40.89147292842105,-88.55753367821409,2022,35771,68175,128100,1.88,836,32.9,13.1,15909,444.7,7.8,72.3,72.8,55,67.7,10.2,88.9,3.6,0.5,5.1,0
Logan,17107,40.12443217906263,-89.36744906341927,2014,30047,49882,97500,1.95,610,38.1,16.2,11898,396,8.3,69.3,72.1,16.3,33.3,12.9,80.3,11.2,0.8,3.2,0.2
Logan,17107,40.12443217906263,-89.36744906341927,2016,29820,52676,97500,1.85,671,35.4,12.4,11966,401.3,7.9,68.6,72.7,25,17.2,12.5,79.2,10.2,0.6,3.3,0.3
Logan,17107,40.12443217906263,-89.36744906341927,2018,29207,57899,102900,1.78,680,28.9,14,12062,413,9.9,72.7,74.1,29.5,36.3,8.5,86.5,6.3,0.7,3.4,0.1
Logan,17107,40.12443217906263,-89.36744906341927,2020,28818,58122,107600,1.85,714,35.6,18.2,12040,417.8,9,71.3,74,4.5,55,10.1,86.1,7.4,0.4,3.5,0.1
Logan,17107,40.12443217906263,-89.36744906341927,2022,28027,62547,118200,1.89,761,36.4,14.5,11985,427.6,7.4,70.6,72.1,15.5,77.9,11.5,86.7,6,0.3,3.5,0
Macon,17115,39.85987404535801,-88.96158894112965,2014,109833,46696,94000,2.01,665,44.1,23.3,50424,459.1,10.5,69.2,75.3,38.3,40.5,18.1,77.7,15.1,1.2,2,0.2
Macon,17115,39.85987404535801,-88.96158894112965,2016,108404,47477,95700,2.02,653,44.5,22.3,50321,464.2,10.9,69.1,75.9,36.4,42.1,18.7,77,14,1.2,2.1,0.3
Macon,17115,39.85987404535801,-88.96158894112965,2018,106512,50444,96800,1.92,676,44.8,23.7,50464,473.8,12.6,69.5,76.4,36.8,54.1,16.2,76.5,14.3,1.1,2.2,0.3
